Clap, Swipe Down With Left, Swipe Down With Right, Swipe To Left, Swipe To Right, Swipe Up With Left, Swipe Up With Right, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
0.424496791641444, Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
0.424334219485876, Infinity, 0.436938680284127, Infinity, 0.246375630810045, Infinity, Infinity, 
0.412929064237234, 0.462459865856497, 0.426988282471922, 0.320042709860285, 0.231394432002804, 0.284494427280576, 0.317517420589844, 
0.413045588631309, 0.462626001479331, 0.427149152737196, 0.320109320156545, 0.231550628671395, 0.284721371503488, 0.317582281705986, 
0.413191119217542, 0.462813153876601, 0.427272882462995, 0.320192503124336, 0.231754363396923, 0.285044429594426, 0.317674960753843, 
0.413357584823586, 0.462983989190032, 0.427408198159884, 0.320234089906662, 0.231925669779188, 0.285311028613582, 0.317767667684889, 
0.413517275888027, 0.463143950087235, 0.427517441362839, 0.320236488676547, 0.232119119842706, 0.285630361409414, 0.317844285559451, 
0.413678775008439, 0.463293758711192, 0.427623353480117, 0.320162576516479, 0.23227848666375, 0.285886935748958, 0.317919582982228, 
0.41383936028236, 0.463413996956589, 0.427680437303797, 0.320058543201463, 0.232444402941713, 0.286149159484827, 0.317972127127711, 
0.414003835022726, 0.463522175969999, 0.427757353992096, 0.319832174687006, 0.232593031482698, 0.286372263879813, 0.317993772512599, 
0.414153517747856, 0.463583759797466, 0.427799050032375, 0.3195371561269, 0.232735140034363, 0.286559641696736, 0.317998448573568, 
0.414297025696781, 0.463488224925998, 0.427822762933713, 0.319104231092058, 0.232680163422012, 0.286627957177698, 0.317852432603387, 
0.414368153955936, 0.463182550140461, 0.42762514748658, 0.318622905688445, 0.232306596118084, 0.286289396852002, 0.317663781736078, 
0.413711038089496, 0.462981718874764, 0.426859193184865, 0.3182297910676, 0.231459205645251, 0.285700386884228, 0.317313858420027, 
0.411461960102954, 0.462956363246292, 0.425328090508489, 0.318000982608, 0.23031066831927, 0.28494470997821, 0.316579092144543, 
0.407331417425235, 0.463097756119181, 0.423903850571589, 0.317976475218594, 0.229676123854415, 0.28458268723724, 0.315749068671332, 
0.400772843399974, 0.46360390430836, 0.423224782342504, 0.318153244298865, 0.229436869941003, 0.284423069990812, 0.315045386844494, 
0.390991657320298, 0.464386070897451, 0.423147998338342, 0.31844983798153, 0.22942176211446, 0.284157521743961, 0.31435859220168, 
0.377550526548958, 0.46554026261127, 0.423525312467252, 0.318803577583508, 0.229556968629772, 0.28374242221833, 0.313617017874595, 
0.359671619942495, 0.467052942766199, 0.424775993516157, 0.319223401548292, 0.229883940913983, 0.282405908668499, 0.312291542102766, 
0.333784362018868, 0.469016501769587, 0.426683830253856, 0.317328655246307, 0.229643134183605, 0.280813322943768, 0.310227661673912, 
0.301888798402188, 0.471848126485713, 0.43019596761336, 0.313699340900382, 0.228263855045726, 0.27948966843126, 0.307510854917908, 
0.266634783368875, 0.47478044562444, 0.434038036403085, 0.308432808341614, 0.226023265272336, 0.27891578364785, 0.304391978958911, 
0.231765123520073, 0.478186919507463, 0.438572036718343, 0.302300086006125, 0.222508590509993, 0.278601778197001, 0.301585607053667, 
0.201356749667901, 0.481379373096835, 0.44305461193031, 0.29632844193076, 0.219595594805806, 0.278382702375502, 0.299874907634714, 
0.180925217399305, 0.484389722830809, 0.447715854729736, 0.292460781530461, 0.218397097648503, 0.278082003377754, 0.297977368181824, 
0.170613236587807, 0.486689707173573, 0.451834436484605, 0.290995337090565, 0.216583967729603, 0.276432584820873, 0.296976007514402, 
0.16548716756977, 0.48878675141056, 0.456146895752503, 0.290404168094139, 0.214666918657692, 0.273783426793871, 0.296539452977526, 
0.163013823196474, 0.490562773427162, 0.460352002836551, 0.28971954680443, 0.213557962841112, 0.272394379980838, 0.2965757110955, 
0.162240824653521, 0.492328195764113, 0.464644729391428, 0.289529263959087, 0.212510580870803, 0.271684852910777, 0.29673719304824, 
0.162122803306983, 0.493969716466328, 0.468612996281167, 0.289436736207027, 0.211494796502761, 0.271632036367753, 0.296875522123031, 
0.162547373572375, 0.495285479421066, 0.472880992483429, 0.289386309589941, 0.210621249800081, 0.271894909893178, 0.297050167287661, 
0.163102822995573, 0.496705119815316, 0.476354077033795, 0.289735861046096, 0.209634062754495, 0.272511837083344, 0.297256972111622, 
0.163815910296636, 0.497663295471105, 0.480425684535256, 0.290012133235236, 0.209150289659948, 0.273009814089087, 0.297342900677224, 
0.164428755136713, 0.498570091755563, 0.483809099589528, 0.290411578259844, 0.209013604603269, 0.273845458302467, 0.29750259368162, 
0.165377587469441, 0.498922878536163, 0.487635773449069, 0.290598223517656, 0.209039699301769, 0.274502681182221, 0.29758013471884, 
0.165961257852324, 0.499128457123982, 0.490696940292882, 0.290794116741703, 0.20920530212378, 0.275469429272948, 0.297877223857602, 
0.166526437673783, 0.499097663604527, 0.493987672906866, 0.291016818259827, 0.20964527796562, 0.276301891868202, 0.298132257878945, 
0.167570604623823, 0.498334549562245, 0.496275678906601, 0.291453723436995, 0.209787270658241, 0.276756943041289, 0.298400900076035, 
0.168597668575785, 0.497114140105499, 0.498512344159751, 0.292064059755676, 0.209808913355487, 0.277254839469616, 0.299041036498313, 
0.169906293820116, 0.495210994555586, 0.499894269516498, 0.292880187089, 0.209756725640883, 0.277716156098536, 0.299721570728549, 
0.171386443853916, 0.492868215986673, 0.501019189663387, 0.29422981968179, 0.209726574390219, 0.278283075518992, 0.300664807215556, 
0.173186038950208, 0.489298342555242, 0.49914472524607, 0.295319175411399, 0.209862354183736, 0.27894625294034, 0.301588967847228, 
0.176357934076228, 0.484422525752179, 0.49483001000949, 0.296482306883038, 0.209988201812466, 0.280181817385941, 0.302788764234068, 
0.179911253984439, 0.478292540816021, 0.488911473075408, 0.297291033612436, 0.210928462283375, 0.281522217081559, 0.303779284123896, 
0.184706498536176, 0.470195757948254, 0.480605851298095, 0.298213299790937, 0.211498561872578, 0.283436277475825, 0.305235210779081, 
0.191963532190318, 0.460994635825964, 0.469662621712616, 0.299450812297602, 0.212606677524575, 0.285148347988307, 0.306501211960415, 
0.201572881673158, 0.453130812264964, 0.459330938442757, 0.300787864415781, 0.214735702807377, 0.288336671838374, 0.308511827443319, 
0.212564727706947, 0.446219239278088, 0.451106565262226, 0.302575659219952, 0.217287908953141, 0.291492881808461, 0.310551799378504, 
0.225442597656061, 0.440319079088832, 0.44600171921835, 0.304467761819236, 0.220555120748616, 0.295859828308186, 0.31324566151832, 
0.238402381793088, 0.436904637742875, 0.443607817653783, 0.306559412327128, 0.223783842481934, 0.300096713961956, 0.315982136235636, 
0.252547043179597, 0.435013651485615, 0.442451882053848, 0.308550298778852, 0.2277310968367, 0.305283855200086, 0.319502388386987, 
0.266238496960022, 0.434070296266816, 0.442048589314077, 0.310853053185245, 0.231331259920722, 0.310048303442256, 0.322970704208384, 
0.281139725594339, 0.433478034365466, 0.442267872216996, 0.312952512249555, 0.235763012707254, 0.31546329325274, 0.327090461330196, 
0.29518459380196, 0.432935294659144, 0.442501151860897, 0.315215768549831, 0.239713350840367, 0.320166901812175, 0.330882737013705, 
0.310489716024155, 0.432569703638721, 0.442859551334605, 0.317199350668658, 0.244772393232362, 0.325374123217736, 0.335371401776496, 
0.325057346485536, 0.432393126442877, 0.443285249147705, 0.319388660078559, 0.249326660789432, 0.329799658107259, 0.339311013125048, 
0.340625751289624, 0.432310951523478, 0.443719041443752, 0.321317054689929, 0.255273766064243, 0.334589545465403, 0.34382048352779, 
0.355265249548021, 0.43232051231749, 0.444211963474613, 0.323444044231147, 0.260806816439798, 0.338729172821219, 0.347684470162717, 
0.370576677346374, 0.43234571374729, 0.444607383574482, 0.325293935773043, 0.267518588578374, 0.337460766209357, 0.352064049070661, 
0.3847013358461, 0.432424250254343, 0.444953536380641, 0.327366720369731, 0.273831136987945, 0.331917681887781, 0.354403622586082, 
0.399155257327167, 0.432647663018165, 0.445194808482066, 0.329151366204277, 0.271894345345962, 0.32504480503034, 0.353024057732502, 
0.412297075197259, 0.433052611461086, 0.445320385261736, 0.331046579640171, 0.26703462916643, 0.318166739565158, 0.35044268870119, 
0.425653288695811, 0.433521258617284, 0.445531227605802, 0.33262094119636, 0.263147621738955, 0.312845544302046, 0.347639190279955, 
0.434052848461855, 0.43454815220626, 0.445534964703489, 0.334308157180934, 0.259625859036835, 0.308895224700849, 0.34509273422465, 
0.436026977200996, 0.435386139888703, 0.445500244559662, 0.335619787645416, 0.256285016707211, 0.30577850412595, 0.34264780537016, 
0.434751583443288, 0.436826116193071, 0.444646734002831, 0.337089689770183, 0.252966281301709, 0.303137370541149, 0.340315475237658, 
0.431833634964974, 0.437874439461307, 0.442961887467055, 0.33707062666867, 0.249703881624709, 0.300729408095138, 0.338055662126156, 
0.42823780043406, 0.439392400998133, 0.440818904135872, 0.33621552490957, 0.246998414047594, 0.299062203302961, 0.336310061182301, 
0.424325516191377, 0.440555199920066, 0.438352452008622, 0.334865511700203, 0.244537132741521, 0.297737385264691, 0.334706778656658, 
0.42046903733454, 0.441967539254874, 0.435710259094069, 0.333360508472277, 0.242201834508482, 0.296529692298082, 0.333080086649489, 
0.417091096583897, 0.443009689229194, 0.433297779891297, 0.332049038574006, 0.240301866948268, 0.29569820884765, 0.331764668266778, 
0.413967894709604, 0.444482266401999, 0.431128943604639, 0.330715192493213, 0.238387414054857, 0.29488016911606, 0.330284676118899, 
0.4111222192121, 0.445306052925041, 0.429209935560392, 0.329459772276067, 0.236364362978951, 0.293905143408593, 0.328645842103901, 
0.408635956319144, 0.446275135484531, 0.427667657896558, 0.32836521393684, 0.234350444227704, 0.292829533210355, 0.327024173125451, 
0.406573789517271, 0.446851654339837, 0.42663506800365, 0.327195791733145, 0.232503867599752, 0.291688953949768, 0.325497929025244, 
0.4051974308737, 0.447542884529172, 0.425910454267823, 0.32588191140137, 0.230872602846807, 0.290599744013143, 0.323742734038038, 
0.40440612019011, 0.447882277477879, 0.42533985861253, 0.324469011616154, 0.229319248462376, 0.289458521636747, 0.32201307492462, 
0.404016692920334, 0.447894811164445, 0.424932885850841, 0.323159062475595, 0.227908982361394, 0.288314270429809, 0.32044210640924, 
0.403860183981713, 0.447929863051922, 0.424771029638402, 0.322193536914219, 0.226825439757437, 0.287316483294337, 0.319276582051777, 
0.403875476596115, 0.447902891631041, 0.4246647111519, 0.321410103879053, 0.225910500289545, 0.286319400786993, 0.318430495959367, 
0.403948576121643, 0.447908587734762, 0.424635438507323, 0.320952442036264, 0.225415525423496, 0.285540473558699, 0.317897464751398, 
0.404142902135127, 0.447911330070612, 0.424587796111958, 0.320638644631376, 0.225151360919743, 0.284945419847759, 0.317500140752407, 
0.404334430212281, 0.44795067025439, 0.424590120021726, 0.320505241177709, 0.225030620923357, 0.284515145756842, 0.317166822285109, 
0.404632067040764, 0.447991384147789, 0.424603686061772, 0.320451890706361, 0.224996338253321, 0.284270935716253, 0.316936757903217, 
0.404926192959748, 0.448043810893132, 0.424652201364705, 0.320467247047921, 0.225024023803857, 0.284154750304414, 0.316837154952397, 
0.405291080838759, 0.44819295809022, 0.424710725902879, 0.320496845484405, 0.22506886190526, 0.284089991885274, 0.316769571494029, 
0.405636642348594, 0.448308502373143, 0.424787906662435, 0.320579435303421, 0.225173473122585, 0.28409337873201, 0.316770054683483, 
0.406098866766101, 0.448513263487064, 0.424884263221454, 0.320671581181379, 0.225289380640186, 0.284099687446643, 0.316773180445061, 
0.406468985165755, 0.448632802942396, 0.424960531555604, 0.320738691257814, 0.225435908347578, 0.284122325686258, 0.316793306660105, 
0.406961834566204, 0.449316850995745, 0.425092692264643, 0.320873822636157, 0.225619063189238, 0.284202967029338, 0.316854163046573, 
0.407392100721836, 0.449697369141591, 0.425222969571145, 0.320981808082682, 0.225775080073763, 0.284201889272986, 0.31691684072423, 
0.407884630800251, 0.450481452690764, 0.425357469986276, 0.321114836277619, 0.225969039138092, 0.284154160734607, 0.317001566455244, 
0.408326320574485, 0.451028282684362, 0.425461581181606, 0.32122016848854, 0.226113406843519, 0.284075063554161, 0.317062782347066, 
0.408810766150247, 0.451905273614353, 0.425568727729522, 0.321343949035488, 0.226297592899031, 0.284037315597212, 0.317156107007792, 
0.409226079525261, 0.452581120231195, 0.425654626439052, 0.321428058064161, 0.226454862725123, 0.283942290763117, 0.317216519044729, 
0.409694208392239, 0.453523249161015, 0.425722065512504, 0.321515596493473, 0.22661117988048, 0.283859634356234, 0.317279770797338, 
0.410115585092592, 0.454321174670346, 0.425825005350801, 0.321615403869312, 0.22677838116867, 0.283846133423722, 0.317343118925237, 
0.410582396214118, 0.455304694535241, 0.425900942025864, 0.321714010241196, 0.226951446500226, 0.28380468696507, 0.317413226475389, 
0.410987468757601, 0.456144340620939, 0.425970276856017, 0.321788324576536, 0.227126927122654, 0.2837972934046, 0.317466799736299, 
0.411478383290541, 0.45719279818629, 0.426047939964845, 0.321891618518129, 0.227328807406286, 0.283789195112756, 0.317546891749882, 
0.411887424066844, 0.458009242243655, 0.426116705221336, 0.321980390196755, 0.227499700023317, 0.283790745702234, 0.317601375327983, 
0.412371770912323, 0.459014226422527, 0.426194271869518, 0.3220958100773, 0.227729168078319, 0.283800051320926, 0.317687905695046, 
0.412801521313286, 0.459954576150731, 0.426270696921955, 0.322187584158604, 0.22791053572503, 0.283779746573185, 0.317727588491393, 
0.41327316986666, 0.4605536258281, 0.426344233272499, 0.322281087654163, 0.228133905466868, 0.28376703867225, 0.317756043526793, 
0.413695396788252, 0.460900952296516, 0.42641403429456, 0.322364405400196, 0.228303628410619, 0.283716232680822, 0.317748399155227, 
0.41395767802485, 0.461127564707941, 0.426482783448963, 0.322442848000371, 0.228504603886074, 0.283651546368635, 0.317722366972034, 
0.414017570796302, 0.461269064475996, 0.426554931766107, 0.322529796783454, 0.228672465145021, 0.283636058708091, 0.317724858187274, 
0.413924852323062, 0.461381953141227, 0.426632456615067, 0.322615164953107, 0.228876460260349, 0.283596905588106, 0.317708924715222, 
0.413840522749526, 0.461462024163634, 0.42669613903561, 0.322690281591035, 0.229017279277981, 0.283585755414601, 0.317719763010868, 
0.413712127267631, 0.461535318185216, 0.426782140258953, 0.3227883516013, 0.229095709636334, 0.283564708714794, 0.31770645576382, 
0.413660531929432, 0.461581417223106, 0.426835599507612, 0.322851207647147, 0.229152453174029, 0.283572975742479, 0.317719362553469, 
0.413640201972548, 0.461652680272874, 0.426948635010372, 0.32296163620133, 0.229184660778027, 0.283588276796473, 0.31774734034719, 
0.413635347192446, 0.46169816164196, 0.427035592033381, 0.323047691592394, 0.229215613084571, 0.283617247645709, 0.317775135463758, 
0.413630271523708, 0.461757361589165, 0.427096324399497, 0.323137410239518, 0.229229011648004, 0.283629452484351, 0.317802199575809, 
0.413632101607585, 0.461796941910917, 0.427134064968288, 0.323192968364477, 0.229237788036993, 0.283644822027017, 0.317825435227489, 
0.413636293979855, 0.461836285530819, 0.427197025793311, 0.323284823053127, 0.22924118914375, 0.283652814897625, 0.317869280685362, 
0.413660793954663, 0.461865854947978, 0.427249606517549, 0.323353618803871, 0.229257246218914, 0.283680771726021, 0.317910950769036, 
0.413695877386781, 0.461936580226709, 0.427337038316262, 0.323460838948421, 0.229287567393635, 0.283714910851871, 0.317982895270381, 
0.413730157500749, 0.461993716533325, 0.427417542938014, 0.323536627911537, 0.229311631032645, 0.283745995274492, 0.318035572898507, 
0.413758013651762, 0.462065646839788, 0.427506359759181, 0.323631422659778, 0.229330931745694, 0.283765595470227, 0.318104065243667, 
0.413823630907918, 0.46216453983949, 0.42760641449848, 0.323726460003992, 0.229365788227408, 0.283810752531331, 0.318176901987923, 
0.41387803870932, 0.462269719904895, 0.427717263131611, 0.323840310049697, 0.229391976569473, 0.28384202438254, 0.31825782021121, 
0.413931450072263, 0.462344344509838, 0.427799960754986, 0.323919909795336, 0.229416433966691, 0.283870615692528, 0.318311037035891, 
0.414004563928602, 0.462485002816924, 0.427934269135752, 0.324040853963258, 0.229451575470853, 0.283914707636062, 0.318410079075716, 
0.414052655447597, 0.462551269591711, 0.428008901709804, 0.324109997883108, 0.229464118017307, 0.283932284969077, 0.318456187912451, 
0.414123000532201, 0.462700683225178, 0.428149425045677, 0.324236536150597, 0.229495522854003, 0.283983585380512, 0.318548567757277, 
0.414190097297802, 0.462795674909192, 0.42822676757414, 0.324311321589595, 0.229531817746204, 0.284024171496671, 0.318608655136198, 
0.414258433398936, 0.462942372470138, 0.428346823364923, 0.324416426715266, 0.229562890711656, 0.284073282353273, 0.318690554365979, 
0.414302932432857, 0.463020338445917, 0.428409758100962, 0.324473273380585, 0.229586639881054, 0.284103496052301, 0.318736477542473, 
0.414369326427951, 0.463173282381921, 0.428524199976908, 0.324575317605346, 0.229629725999695, 0.284183857753628, 0.318826261268407, 
0.414424595443956, 0.46328054424305, 0.428592105418785, 0.324641528370754, 0.229661992612849, 0.284237408126185, 0.318885439390151, 
0.414491730317854, 0.463452073672992, 0.428709803635595, 0.324760288268265, 0.229692864710567, 0.284332755721376, 0.318972013431498, 
0.414534089907733, 0.463547212254126, 0.428775493432452, 0.324828043795601, 0.229717206553494, 0.284389886316589, 0.319024086570131, 
0.414608603585535, 0.463729212576168, 0.42890746431547, 0.324957354611547, 0.229793046813353, 0.284525853027523, 0.319108914643187, 
0.414651998131889, 0.463830985473485, 0.428977963922935, 0.325027107147959, 0.229837379959335, 0.28460009303644, 0.319157047476015, 
0.414753475489658, 0.464038175593537, 0.429106739627214, 0.325176062335962, 0.22994050207634, 0.284753618823311, 0.319277675541996, 
0.414803524893002, 0.464151462124982, 0.429169740944358, 0.325250440071029, 0.229994505564268, 0.284832051341656, 0.319338384840355, 
0.414916588821186, 0.464357638819502, 0.429305528947163, 0.32539646199934, 0.230112936716344, 0.284983908092102, 0.319432248534923, 
0.415022001860312, 0.464469769730601, 0.429385952329303, 0.325476687293306, 0.230188398519139, 0.285094103004521, 0.319487641899814, 
0.415179720589214, 0.464672040805653, 0.429449115742908, 0.32547659549031, 0.230322000778037, 0.285272786428694, 0.319577254970779, 
0.415287015530048, 0.464808638137408, 0.429478264515275, 0.325414222649034, 0.23039101326134, 0.285374240527219, 0.319625440300826, 
0.415419577056348, 0.465009306973686, 0.4294927739807, 0.325325930771073, 0.230549218929278, 0.285565510851216, 0.319742898060581, 
0.415492315534466, 0.465117559933914, 0.429492826583543, 0.325242625814275, 0.2306393182722, 0.285680214657417, 0.3198178730119, 
0.415540592992127, 0.465348706867809, 0.429426740394022, 0.325119642832704, 0.230757901573936, 0.285883676287339, 0.319915100677438, 
0.415559231662846, 0.465480541435346, 0.429359224863638, 0.32505541898353, 0.230781821562037, 0.286001250842039, 0.319973197677165, 
0.415531508292666, 0.465547154191469, 0.429285543839871, 0.324975644017675, 0.230751358140219, 0.286225814948293, 0.320134737458991, 
0.415535144691112, 0.465581803095287, 0.429254560702372, 0.324942486883213, 0.230745286058057, 0.286347173446284, 0.320224131409562, 
0.415513110314413, 0.465581218083441, 0.429223857930505, 0.324903148467462, 0.230726797022187, 0.286526976977327, 0.320380221154281, 
0.415505353109343, 0.465593661819942, 0.429220691956692, 0.324902508682346, 0.230728000471971, 0.286632341043121, 0.320466832395066, 
0.415511279675535, 0.465610860956735, 0.429229517203922, 0.324912082914397, 0.230740172629428, 0.286706367403132, 0.320666508995435, 
0.415496608066954, 0.465631584999616, 0.429239354741243, 0.324926521138717, 0.230759845621608, 0.286757781258907, 0.3207720016741, 
0.415495417987056, 0.465645849399068, 0.429247164871393, 0.324936790719804, 0.23077477999963, 0.28678816714189, 0.320828667067848, 
0.415489933253861, 0.465671212361482, 0.42925663468595, 0.324951877129667, 0.230794988701215, 0.286819439261727, 0.320866418204743, 
0.41545553293758, 0.465678984865263, 0.429256234957986, 0.324955784555641, 0.230787828479719, 0.286824427289518, 0.320872091913229, 
0.415412711102611, 0.465680700239216, 0.42925427547342, 0.324951030570865, 0.230784037810718, 0.286819515274665, 0.320864735495632, 
0.415420075128468, 0.465697262476096, 0.429265863854884, 0.324966424134616, 0.230800312543094, 0.286840724086896, 0.320881804151033, 
0.415403016364748, 0.465712426141548, 0.429275694881273, 0.324977224015677, 0.230808477876438, 0.286849578155063, 0.320890608726224, 
0.415418238133823, 0.465734230255458, 0.429292543677937, 0.324996082140765, 0.23083067973759, 0.286871143191681, 0.320910550974243, 
0.415435588486245, 0.465783272314802, 0.429327700540488, 0.325031658946762, 0.230871119695386, 0.28691211536728, 0.320948879098026, 
0.415423304898626, 0.465800547049353, 0.429335834517763, 0.325043084244284, 0.230889589333939, 0.286932176050181, 0.320964875632142, 
0.415439004653783, 0.465828108167933, 0.429354248268183, 0.325061225557174, 0.230918484726502, 0.286955851057308, 0.32098644804667, 
0.415416092466119, 0.465803200268899, 0.429337172267805, 0.325034878393446, 0.230925328408956, 0.286958341422919, 0.320974100862937, 
0.415320644256764, 0.465692968783959, 0.429261432898951, 0.324932411460804, 0.230864588701293, 0.286885563603021, 0.320893085909377, 
0.41531511734311, 0.465660215745766, 0.429251860436033, 0.324906455408227, 0.230879888434171, 0.286893371815155, 0.320898635100719, 
0.415305119487664, 0.465635959259614, 0.429240974001633, 0.324886475019087, 0.23087893491682, 0.286888566421772, 0.320893655621678, 
0.415224518068521, 0.465536898661503, 0.429146277404258, 0.324774565385569, 0.230807850822908, 0.286805806856515, 0.320803902525173, 
0.415167891857612, 0.465457164762272, 0.429044771838534, 0.324662177620069, 0.230765333175748, 0.286753598444028, 0.32071286664986, 
0.4151575904221, 0.465440174433068, 0.428982693599155, 0.324606868851908, 0.230758002199014, 0.286742243803773, 0.320678660126318, 
0.415008975583498, 0.465277858371686, 0.428773034667492, 0.324382959667489, 0.230640351649506, 0.286579654404721, 0.320485006837745, 
0.41469034761221, 0.464931010660817, 0.428365712686416, 0.323947572913086, 0.230405148598718, 0.286269853957135, 0.320105204365683, 
0.414110034121782, 0.464268471947021, 0.42751702200982, 0.323342431077942, 0.229859047523136, 0.2858433674465, 0.319454960188628, 
0.41318692297993, 0.463196285560045, 0.426114057238652, 0.322553882650327, 0.229005032003645, 0.285424572957086, 0.318405985992924, 
0.411721430665291, 0.461714921460246, 0.424135670569972, 0.321416845686945, 0.228087396907282, 0.28520464978854, 0.316798263201073, 
0.409477679994085, 0.459895217007008, 0.421692086850264, 0.319719265775384, 0.227624407332033, 0.285157806661114, 0.314435492166163, 
0.406754647926057, 0.458676717016774, 0.419602472549615, 0.317861845073831, 0.227574449376902, 0.285439107162069, 0.311515052852206, 
0.40351316579284, 0.458251761280094, 0.417830936756773, 0.315837825928822, 0.228095596650842, 0.286109737484973, 0.30807165287266, 
0.39935565556358, 0.458107920174744, 0.416060877321322, 0.31328594243324, 0.228971179096349, 0.287148128402116, 0.303702910438682, 
0.393501270453038, 0.458356437035438, 0.413979674830508, 0.309496800168198, 0.23030922276524, 0.288480952735689, 0.297896656345118, 
0.383217457242487, 0.458743907101256, 0.412819667726684, 0.302622925379733, 0.231942359089221, 0.290213089984707, 0.289911398574332, 
0.369258830931518, 0.459602681181368, 0.411792632835135, 0.292419604750592, 0.234119964786942, 0.292352097371198, 0.280155761660523, 
0.352463363030322, 0.460403184967246, 0.411321889223476, 0.278724635705641, 0.236404638297761, 0.294647314709196, 0.269709525707446, 
0.334981540246198, 0.46174772564512, 0.410848637420383, 0.262303149575477, 0.239352583909138, 0.297392809068567, 0.259580131501919, 
0.319327017273765, 0.462852327025189, 0.409614667614407, 0.24422274631284, 0.24200455101628, 0.29996212302297, 0.251035710621294, 
0.307411210896594, 0.464190630481017, 0.406998935339403, 0.226117140232036, 0.244909726911105, 0.302679259023864, 0.245407671056923, 
0.300654805724928, 0.465189587263957, 0.403309883402043, 0.209823034219746, 0.247302205229748, 0.305006548112467, 0.242631662261367, 
0.297360062186346, 0.466350852630792, 0.398644518938884, 0.198425710114746, 0.24993773317539, 0.307464871137684, 0.241295644746999, 
0.296073288083647, 0.467248227820997, 0.392874225993642, 0.19166296794569, 0.252045788494417, 0.309531832785841, 0.240890281931595, 
0.295667558582992, 0.468269155159022, 0.386505111926111, 0.187938930054262, 0.254349789558661, 0.311714727091511, 0.24083183513897, 
0.295845687925404, 0.469081600448209, 0.380203525334395, 0.186109791249579, 0.256191264400222, 0.313559698934299, 0.241041756909467, 
0.296660588423621, 0.469991488028423, 0.37440576534539, 0.185240297358943, 0.258271163103398, 0.315535882991074, 0.2415450076843, 
0.297530120571634, 0.470691422801876, 0.369324705794971, 0.184918320116606, 0.259834420360966, 0.317074700164097, 0.242126035406041, 
0.298895888807481, 0.471095632498786, 0.362939464987381, 0.185279326396175, 0.261024980460011, 0.318302961530853, 0.242988634233751, 
0.301278283283034, 0.471312190007498, 0.355813449720579, 0.186574460507349, 0.261494880042767, 0.318811324210308, 0.24439643249282, 
0.303929032912942, 0.471711884863515, 0.349325913843788, 0.188220427517423, 0.261436104583069, 0.31854489049974, 0.245922122546933, 
0.307381282120164, 0.472028376467423, 0.344438490607828, 0.190313877826144, 0.260995666205766, 0.317471731417434, 0.247641651645901, 
0.310803796465945, 0.472587224274094, 0.341758886179569, 0.192593873158941, 0.26046362505667, 0.315990217552846, 0.249620054368588, 
0.314574394840597, 0.473046302183328, 0.340423983921815, 0.195073301616946, 0.259918770865006, 0.314429896676088, 0.251625973129472, 
0.318850868608492, 0.473709310162715, 0.339773770718549, 0.197526793712622, 0.25937353073663, 0.313076501615978, 0.253958022050779, 
0.323044635825551, 0.474213812940782, 0.339464977256637, 0.200087884772262, 0.258872596120995, 0.312085851144421, 0.256178501467709, 
0.327219168352654, 0.474876038165764, 0.339389198545168, 0.202637286497143, 0.258404535361573, 0.31140892428367, 0.258476031171097, 
0.331788503566666, 0.475344859213748, 0.339358749639692, 0.205211338334943, 0.257940585605494, 0.310854145607237, 0.261188334822421, 
0.336107452852228, 0.476013001936936, 0.33937754725, 0.20763246166586, 0.257637950053638, 0.31046038039876, 0.263736732037443, 
0.34075251780054, 0.476532434697529, 0.339493592740657, 0.210319807589037, 0.257483403134936, 0.310173606719554, 0.266420018491946, 
0.345729273264854, 0.477293804762649, 0.339614646653428, 0.212769689679877, 0.257421931434815, 0.310043403546296, 0.269236004568888, 
0.350748580162207, 0.477887935430221, 0.33978439369519, 0.215325330093288, 0.254117147523755, 0.307616973094953, 0.272112821846175, 
0.355802572484361, 0.475937470683602, 0.340011695454936, 0.217792712053038, 0.249012984672606, 0.30398224631471, 0.275298071318215, 
0.361457411013046, 0.472652421546286, 0.340253688059415, 0.220289644578481, 0.243261512837601, 0.299862351883509, 0.2784126292794, 
0.367174858044816, 0.46896061132474, 0.340496221532787, 0.22268204875102, 0.237486645331279, 0.29576165169276, 0.281617416349982, 
