Clap, Swipe Down R, Swipe L, Swipe R, Swipe Up R, Wave L, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
0.243961297495769, 0.383354130899633, Infinity, Infinity, Infinity, Infinity, 
0.243528685698571, 0.383399461450956, Infinity, Infinity, Infinity, Infinity, 
0.318078257982983, 0.306127038697502, 0.255778812118146, 0.189810241545056, 0.257023983425246, 0.42408739964391, 
0.315707040768906, 0.305953448500122, 0.25318354612376, 0.195717593567158, 0.254437461967984, 0.415840198540308, 
0.313554503853218, 0.305911263956098, 0.251101338990105, 0.201957372229271, 0.252183964174937, 0.408875211625562, 
0.312273739145792, 0.305972918876885, 0.249534175262638, 0.208455537659045, 0.248993810137323, 0.403367131773, 
0.311640062379297, 0.30605498676344, 0.248547090834369, 0.215517146485958, 0.245743020429142, 0.399896925808598, 
0.311331829601254, 0.306155769437369, 0.246869958618187, 0.222277838450096, 0.243124354446744, 0.397468279350056, 
0.311186106748795, 0.306017461913849, 0.245264954980518, 0.229011876168739, 0.241318926840215, 0.39555883082365, 
0.310469983349328, 0.304880168465986, 0.243538900268317, 0.235842254499425, 0.240146087266136, 0.393458508627224, 
0.308829360317157, 0.303728096678123, 0.241572767227513, 0.24214647641978, 0.239898118199211, 0.39147427213475, 
0.306277254597329, 0.303445600552183, 0.240172117223073, 0.248388352413803, 0.240188352779847, 0.390516882971649, 
0.302800614806474, 0.303578157539598, 0.239958327561912, 0.254067131238791, 0.241418103489958, 0.390344225457069, 
0.29838460820448, 0.304656480775455, 0.240241855461825, 0.257564185032443, 0.243494626903373, 0.390608887528372, 
0.292552127588064, 0.306003768581273, 0.241407464567434, 0.258256673992017, 0.246206337020173, 0.391656769730434, 
0.285272728940397, 0.308165889815308, 0.24283193475772, 0.25688920290044, 0.249655268352225, 0.392721784353477, 
0.278003506400976, 0.310255922896788, 0.244743149272133, 0.253395865916583, 0.25333446506314, 0.394378592589898, 
0.272321727181981, 0.312906336217473, 0.246648023463702, 0.24741537649459, 0.25752501568096, 0.39604150110328, 
0.266169666472789, 0.315445546623906, 0.24873397648692, 0.23878703029939, 0.261691717728913, 0.397902877301275, 
0.257851386437636, 0.318648272096559, 0.25065088318224, 0.227973994072064, 0.266226673941314, 0.399919151017956, 
0.247263789858309, 0.322114353895484, 0.252537626796859, 0.213041984255156, 0.270641253710991, 0.402016465433688, 
0.237390688839095, 0.32616901593295, 0.254602573901799, 0.19512346754271, 0.275456049274229, 0.404379799705564, 
0.231592926412837, 0.330267340630971, 0.256661065883004, 0.178123440686072, 0.280108918779987, 0.406706760786405, 
0.228706464262122, 0.334480747718322, 0.25881903751191, 0.16302212889211, 0.284934058677689, 0.409344345160712, 
0.227414278086832, 0.338793910538929, 0.26079183373414, 0.149300216105423, 0.289529708696171, 0.411770786364286, 
0.22676744044845, 0.343092092436773, 0.262847874570511, 0.139262245141477, 0.294187148875348, 0.414437072782351, 
0.226420136164889, 0.347509837080836, 0.264608719999526, 0.134736584940996, 0.298671176804446, 0.416837845878229, 
0.226466732977719, 0.351992121172988, 0.266289515154757, 0.132617666359269, 0.303096846016544, 0.419409720138111, 
0.22676295239912, 0.356625646316116, 0.267699489705015, 0.132083277837889, 0.307428259276249, 0.421676959945981, 
0.227610781219855, 0.360916726791807, 0.269192018659551, 0.13259476320333, 0.311823733127546, 0.424185503777329, 
0.229253727087565, 0.365331165093002, 0.270680690154218, 0.133578610300332, 0.316306637950974, 0.426485234305233, 
0.231380272084746, 0.369291554976523, 0.27226475157898, 0.134877523358328, 0.320697886282835, 0.428949731149627, 
0.234206901828072, 0.373368447251013, 0.274018638479109, 0.13646282671689, 0.325241355719577, 0.43125602791723, 
0.237346463722479, 0.377113459901731, 0.275787270193765, 0.138099355019573, 0.329637156655693, 0.433655831287935, 
0.240898683497002, 0.381142995154347, 0.277702699157652, 0.140031420252492, 0.334154314345317, 0.435915238988726, 
0.244736449985294, 0.38495491512409, 0.279465305774643, 0.141835632222141, 0.338348940665246, 0.438157640858165, 
0.248601641504353, 0.388910883531799, 0.281215454353213, 0.143654138304942, 0.342602985087678, 0.440206749852542, 
0.252728334815663, 0.392878713887682, 0.282900529557074, 0.145325838183382, 0.346735386285482, 0.442329288730275, 
0.255983327428094, 0.397464286558012, 0.284687704675654, 0.147000305394471, 0.351186273711973, 0.444464140763503, 
0.258760249960256, 0.402323827668366, 0.286580423388784, 0.148369266506892, 0.355667331783024, 0.446860512745562, 
0.260936558664232, 0.407527384594694, 0.288601100216555, 0.149595302503516, 0.36029331819965, 0.449226424947433, 
0.263068359693996, 0.412734482998833, 0.290633199959392, 0.150584335460655, 0.364754984832027, 0.451737047629479, 
0.264910275403137, 0.418137652245419, 0.292742897437232, 0.151394956673995, 0.369211764167281, 0.454171512871124, 
0.266509422456686, 0.423606435737853, 0.29482921666616, 0.152238732619456, 0.373440088490432, 0.45674422680039, 
0.267725013660551, 0.429258342188142, 0.297009124943279, 0.153367771587562, 0.37773708948195, 0.459280385939176, 
0.268823176129125, 0.434884737853155, 0.299022444751243, 0.154586054796623, 0.381767434424865, 0.461978336816242, 
0.270007087658864, 0.440599764304772, 0.301246699924056, 0.156283749661603, 0.385821968656662, 0.464606436590869, 
0.271722617147425, 0.446090187087848, 0.303212449206072, 0.158383400598613, 0.389642772398236, 0.46736181070665, 
0.274100421014491, 0.451403565580332, 0.305422827113375, 0.160598632212342, 0.393462723585678, 0.469994806930135, 
0.277019395404755, 0.456224548904874, 0.307167366862818, 0.162815426791739, 0.396941070784955, 0.472552530339022, 
0.280471128204315, 0.461041107588867, 0.309274893687659, 0.16536996184653, 0.400529800439121, 0.475121652123015, 
0.28427972232353, 0.465451984887208, 0.310842964586734, 0.167681140615033, 0.403900375611936, 0.477584439271313, 
0.287947313817547, 0.46998040516061, 0.312903167245403, 0.169972471223238, 0.407549287260066, 0.480184053572536, 
0.291432750598604, 0.474610482015965, 0.314551003041383, 0.172436517309808, 0.411184183868103, 0.482816549797364, 
0.294188982907409, 0.479764217100674, 0.316838645745389, 0.174355559081205, 0.415186969047081, 0.48568289273869, 
0.297376961838747, 0.48480782236926, 0.318728063862657, 0.176081582645121, 0.419110535514367, 0.488508326129667, 
0.300223046977421, 0.490140679009384, 0.321126613242572, 0.178046460650219, 0.423287683189175, 0.491458894800545, 
0.303439653420919, 0.495231096723449, 0.323082347722732, 0.179499513302445, 0.427254847419705, 0.494300652063811, 
0.30623932870957, 0.500544211301568, 0.325387555078107, 0.181008010084424, 0.431325313225297, 0.497153394394463, 
0.309264244251212, 0.50552414416954, 0.327131285735927, 0.182601469805498, 0.434989134080495, 0.499843993931324, 
0.312154368811707, 0.510728144663866, 0.32912712809973, 0.184399294603479, 0.438758183356198, 0.502571610891124, 
0.315445640519163, 0.51563802992414, 0.330673427317342, 0.186582422933354, 0.442046237183824, 0.505164056719533, 
0.319523262505909, 0.520773275653983, 0.332724588070724, 0.189121926584787, 0.445727285002176, 0.507876476799202, 
0.324210218894932, 0.525393134883125, 0.334460546818201, 0.191744082921445, 0.448812062913753, 0.510484515743487, 
0.329619098578319, 0.530430291859414, 0.336734487363196, 0.19433653105433, 0.452357772737587, 0.513151202812722, 
0.335318541553524, 0.534870126422802, 0.338544250185474, 0.196926065415611, 0.455484729742062, 0.515715371562211, 
0.339654444065252, 0.536970936592601, 0.340826209736551, 0.199417214874055, 0.459110878260374, 0.518375805084155, 
0.342980053933253, 0.538252901661501, 0.342474814231957, 0.201741602675052, 0.462439846752386, 0.520892053066471, 
0.345326995584199, 0.539223310417498, 0.34494438946145, 0.203789446622838, 0.466325000561997, 0.523552493526373, 
0.342358108287905, 0.540592586421657, 0.346901991651123, 0.205735514140038, 0.470374093426677, 0.526318290451758, 
0.335811396248163, 0.542166112321793, 0.349411367169407, 0.207224330925986, 0.475313158682424, 0.529344301219351, 
0.332250403196767, 0.543904651864985, 0.351923953045434, 0.208541181237375, 0.480191542999774, 0.532364655641095, 
0.330545499999095, 0.545521070582953, 0.354455692711303, 0.20971064709233, 0.48364315148347, 0.53531743072978, 
0.330401048322479, 0.547023873087416, 0.356846431097094, 0.209735824685183, 0.485883570560467, 0.53815516862545, 
0.330546918549283, 0.548422282991409, 0.359271991785775, 0.206798689438931, 0.487559821295274, 0.540987766292522, 
0.331068122900185, 0.549716513880486, 0.361759787196854, 0.204136921833915, 0.488800401583573, 0.543730192969969, 
0.33240466118323, 0.551047639323014, 0.364304943196218, 0.202187743488854, 0.489835420250489, 0.546491123913059, 
0.333351639589441, 0.552345296787483, 0.366911752297319, 0.201306605695458, 0.490569290374461, 0.549110242634055, 
0.334478360944113, 0.553421308949973, 0.369022284358395, 0.201000266588371, 0.489419327769627, 0.551561639754434, 
0.336068903649859, 0.552478332083111, 0.369566019764226, 0.201510178960327, 0.486721477623565, 0.553846688436067, 
0.338154742446371, 0.548987993469674, 0.367100857285799, 0.202369332741639, 0.482930844133258, 0.55586500607388, 
0.34164058530607, 0.543252649581854, 0.362813955411568, 0.203690253785916, 0.478012167867941, 0.557652119008507, 
0.345228886325564, 0.536455766910121, 0.357311472929756, 0.205257960591498, 0.471891119148088, 0.559077053806403, 
0.349058197879208, 0.529513349127759, 0.351118229354712, 0.207144722564372, 0.464907702761821, 0.56036627253615, 
0.353099680124662, 0.521080357417712, 0.344924197644256, 0.209228469777055, 0.457718067939242, 0.561394358168521, 
0.35398557294901, 0.511528800739058, 0.33916213642004, 0.211521433440162, 0.450500303345258, 0.562431528797116, 
0.352334520727919, 0.500834266580585, 0.334201893162917, 0.213857007699621, 0.443878052188113, 0.563382073596103, 
0.349531071712961, 0.490462993766916, 0.330340109805597, 0.216256457827906, 0.437863865486366, 0.562698392096527, 
0.346523721934313, 0.481057997375845, 0.327645384797449, 0.21872057604407, 0.432628613160884, 0.560587527843218, 
0.341815244708238, 0.472850006587506, 0.325922360214001, 0.221202626524553, 0.428653540027231, 0.558427202306713, 
0.336633000471055, 0.465510019915259, 0.325188049139545, 0.223691445319815, 0.425018755571851, 0.556741286635204, 
0.331487416288465, 0.459694637506262, 0.324865619514977, 0.226388769267873, 0.422156584349975, 0.555231222073373, 
0.326751719602235, 0.455888375566229, 0.323945083683189, 0.229064798996965, 0.420411079032304, 0.553818609711925, 
0.321817781141625, 0.454254131127081, 0.323212382384551, 0.232054021301073, 0.419661700764385, 0.55284247519348, 
0.315708867924896, 0.453564659925197, 0.322997768947176, 0.233895062480501, 0.419516401277478, 0.552383862542942, 
0.307403839451194, 0.453806939114004, 0.322905485375454, 0.229319154231615, 0.419809655329439, 0.552284456847938, 
0.295999037444562, 0.455184338305823, 0.322913646917768, 0.223022803308451, 0.420408374191598, 0.552259435782465, 
0.284914981442722, 0.457227443865169, 0.323164705450457, 0.215644470155611, 0.421213356429488, 0.552534989622128, 
0.278524617160521, 0.459611084474348, 0.323556183116591, 0.207332119524309, 0.422462181737905, 0.552920666472727, 
0.275397725782861, 0.462280091091458, 0.323944615767861, 0.197931632815797, 0.423546194166853, 0.553391540230853, 
0.27452934633115, 0.465010809503254, 0.324518288717456, 0.18833175031086, 0.424756285000103, 0.553925117490037, 
0.274319742956643, 0.467941980471203, 0.325012966259774, 0.180248003172229, 0.425950833510477, 0.554393991929245, 
0.274751771148196, 0.470755829785476, 0.325587195388509, 0.174474954051042, 0.427136200311219, 0.554955124260788, 
0.275522186745307, 0.473908092790277, 0.326099316680686, 0.170348900081539, 0.428196333045035, 0.555376768656578, 
0.27631020538213, 0.476641868984296, 0.326494070212593, 0.167427856172683, 0.429100885788617, 0.55575862030242, 
0.27798375527401, 0.479354219374839, 0.326764006324917, 0.165720707175883, 0.430029631649411, 0.555986364800728, 
0.279308714677789, 0.482002442387662, 0.326697130034468, 0.164944857577287, 0.430758289847708, 0.555833625812118, 
0.281096626071618, 0.484165504743518, 0.326302629320521, 0.164691715692844, 0.431124542292088, 0.554794415907785, 
0.283389193897585, 0.486203545235524, 0.325904903777814, 0.165014002322621, 0.431753238738354, 0.553439535225696, 
0.286211032691054, 0.487717538748691, 0.325344435309458, 0.165861229388329, 0.432006382869786, 0.55182534659586, 
0.290031244823822, 0.488777769740814, 0.325236467778795, 0.167110295045042, 0.43243893889643, 0.550458854878092, 
0.294579642632346, 0.488664136372973, 0.325239483718195, 0.168598933010543, 0.432757201350447, 0.549360945072469, 
0.300182574484849, 0.488274537147547, 0.325493314586413, 0.170285698483789, 0.433366048215715, 0.548705854646624, 
0.30598818453192, 0.487899006759374, 0.325982654546719, 0.172205888369315, 0.433975530888975, 0.548423464065789, 
0.312493956983444, 0.487873355133238, 0.326706207119407, 0.174310499708458, 0.434837640587813, 0.548383513202146, 
0.318608763451501, 0.488020934029252, 0.327431579394191, 0.176689668768814, 0.43592031515756, 0.548380488370628, 
0.324954040445307, 0.488271556954332, 0.32823658734463, 0.179061000427311, 0.436968858218679, 0.548462861842138, 
0.330579516284762, 0.488602234757173, 0.329230582882454, 0.181649352189884, 0.437907643418883, 0.548498467524939, 
0.335834224259851, 0.489104372390488, 0.330133441026953, 0.184233287277229, 0.439249077576657, 0.548504855506472, 
0.340429801947024, 0.489505320322494, 0.331036053962843, 0.18688703718194, 0.440267174888274, 0.548461090780592, 
0.344078043785136, 0.48990957254596, 0.331846135078966, 0.18957588013196, 0.441636315056588, 0.54850134982349, 
0.34513894544243, 0.490517677952811, 0.332832536917185, 0.192743032094995, 0.442879301948164, 0.54864405971069, 
0.340288832227271, 0.491374724118544, 0.333917050235681, 0.195982343588631, 0.444620716100079, 0.548955609964785, 
0.332150891484061, 0.492992801172126, 0.335148697323039, 0.199893036167271, 0.446471327145578, 0.549537446699148, 
0.321698734073826, 0.495116040048006, 0.33705947845747, 0.203968335005257, 0.448773410415383, 0.550334010939177, 
0.312204989039324, 0.497810282412171, 0.338768486688338, 0.207803633440868, 0.451328881821501, 0.551232964174385, 
0.306671937297909, 0.50087043519461, 0.340871240380841, 0.211242356169413, 0.454094953069707, 0.552397825074251, 
0.304021145806675, 0.50424293492822, 0.342864911322353, 0.213400882133658, 0.456569025211909, 0.553463420250408, 
0.303095812520606, 0.507965335466323, 0.345042955589139, 0.208876648190698, 0.459223903859352, 0.554846904203722, 
0.302890701963633, 0.511509812609222, 0.346945712280436, 0.203363827675533, 0.46084044419757, 0.555995711398572, 
0.303511086832467, 0.515533789630508, 0.348957842120718, 0.198756618268776, 0.462055174681172, 0.557323336343189, 
0.30417426990932, 0.518750918011035, 0.350801411586693, 0.195358499382523, 0.463044367041445, 0.558591507467632, 
0.305013338260286, 0.521629685309676, 0.352627571745476, 0.192843174352351, 0.463842560973261, 0.559873161537997, 
0.306378967665342, 0.523817730893801, 0.353972130786766, 0.190996657961887, 0.464359621221453, 0.560893969470391, 
0.30762666170059, 0.526091927382991, 0.355654991398079, 0.189920054149467, 0.46476769576628, 0.561883580653389, 
0.309145373583615, 0.527705382914433, 0.356621903136805, 0.189544297033007, 0.464860308539027, 0.562449375759647, 
0.311283860938605, 0.529368887942186, 0.357827598216304, 0.189518222222626, 0.46483195753021, 0.562900637404147, 
0.313964622562399, 0.530277032997049, 0.358674736084987, 0.189924338152809, 0.464818930999328, 0.563119448564538, 
0.317754218614636, 0.529971828980245, 0.35895009011072, 0.19102957359983, 0.464828530625739, 0.563147563051996, 
0.322030290617776, 0.52781105989684, 0.359177333992143, 0.192431839365444, 0.46489644241366, 0.563195737552672, 
0.326989309786258, 0.524876368739484, 0.359283728659099, 0.194238222213912, 0.465102838766656, 0.563202581910268, 
0.332084300900568, 0.522291175470896, 0.35948426817499, 0.196188239749827, 0.465227477713689, 0.563299038625773, 
0.337576031946742, 0.52048321149879, 0.359690100469093, 0.198394265949618, 0.465575038081286, 0.563383471927192, 
0.342908421817987, 0.519436077462555, 0.360079605082502, 0.2007013771528, 0.465884550021351, 0.563520096311496, 
0.348313216345116, 0.518742908749643, 0.360425507316621, 0.20307192636212, 0.466409294762462, 0.56373792921139, 
0.35311478464077, 0.515868806723701, 0.360943527888402, 0.205439808943483, 0.466836055006121, 0.563958509692657, 
0.357374388721302, 0.512079354271368, 0.361333760610414, 0.207829882246933, 0.467478835852583, 0.564209621472762, 
0.359935386461016, 0.508668902637338, 0.361748250664304, 0.210146465951377, 0.467929135994984, 0.56440989208219, 
0.357681200655158, 0.50685876065122, 0.362051111679707, 0.212819762746517, 0.468685049647171, 0.565101567460065, 
0.351462512242168, 0.506144837457423, 0.362381389517978, 0.215652579748254, 0.468953200397929, 0.565626833047589, 
0.342275020967345, 0.506356060216501, 0.362690633053667, 0.219161133600422, 0.469060278630406, 0.566677193649009, 
0.332062696834641, 0.506996300519334, 0.363003596131678, 0.22259617707265, 0.469184176443218, 0.567538910415499, 
0.323736907745972, 0.508264450646634, 0.363560705397272, 0.226275751638268, 0.469360454999686, 0.569029091578851, 
0.319612976987585, 0.50949908682749, 0.363986967738152, 0.229728954867374, 0.469553750059496, 0.570273722485857, 
0.317604685382094, 0.510968439529259, 0.364292613750865, 0.224912315856141, 0.469818664280674, 0.571979970245407, 
0.316960270616148, 0.51263999118767, 0.364666313888185, 0.216252170083395, 0.470118854967611, 0.573644035176523, 
0.316767944010407, 0.51421347726429, 0.364879599288405, 0.208369543053117, 0.470132203751863, 0.575514026456027, 
0.317066632330827, 0.51547246122661, 0.364794277663757, 0.203014258262774, 0.470026090449183, 0.577026794897112, 
0.31837009015758, 0.515976879994943, 0.363734240271684, 0.199963897199924, 0.468988111103716, 0.578690370720461, 
0.32041849602575, 0.513633079674313, 0.360422395297443, 0.198742866389239, 0.4653844440883, 0.579029730913516, 
0.323472321783565, 0.507579455094185, 0.355065506510218, 0.198719063948274, 0.458888581020376, 0.575393213442228, 
0.328298029977688, 0.49893488174182, 0.349286275752653, 0.199662591686096, 0.449479824979082, 0.569165128287184, 
0.333602281917144, 0.489112248301177, 0.344250223688893, 0.201296700270343, 0.438342099983693, 0.561936628580188, 
0.340257253871761, 0.4796777340603, 0.340639545738497, 0.20332015349639, 0.427354046520804, 0.554965342332097, 
0.347357721607633, 0.470302779293044, 0.337352834347468, 0.205968646620767, 0.416334781011158, 0.548307101786446, 
0.354363183821835, 0.460617858293642, 0.333926448742457, 0.208475809793479, 0.403382140189156, 0.541765614778903, 
0.361682679929606, 0.449686716526771, 0.329621209679521, 0.211175244939364, 0.388184922075331, 0.534757812564169, 
0.368273539956079, 0.437523494584611, 0.324233713675466, 0.213766391604181, 0.371849950090146, 0.527268888069963, 
0.373025282047626, 0.424026993834083, 0.317146385263856, 0.216473319802683, 0.35513993202355, 0.519492926951255, 
0.368308090972517, 0.406947752930604, 0.308575626299824, 0.219064307920565, 0.339117152107724, 0.511606931834769, 
0.35945796630668, 0.388782403193428, 0.299589264056468, 0.221826106500406, 0.322673134910339, 0.503680169603582, 
0.348808597510598, 0.37036609412116, 0.290498000798401, 0.224510124310384, 0.305767055609149, 0.49532831067506, 
0.338592909685357, 0.353158156648262, 0.279545713597697, 0.227332853109461, 0.290155916169886, 0.486411864337964, 
0.329420359515402, 0.340095393675646, 0.268112534786335, 0.230062861481581, 0.27870142611067, 0.477854716424167, 
0.320696995758768, 0.332158413306442, 0.25860414290525, 0.233139174498696, 0.272608294417884, 0.470443161453608, 
0.311261771291885, 0.328828910362864, 0.253307726948806, 0.236260952945749, 0.269820125309377, 0.464556560181287, 
0.301072324547586, 0.327274677227961, 0.251114515729898, 0.240115443266922, 0.269626202680653, 0.460187631411734, 
0.289638428181865, 0.32714591314584, 0.250420771423746, 0.243813077272197, 0.270491987588681, 0.456675814578324, 
0.277307908613234, 0.328513709948326, 0.250988639432456, 0.248077728661921, 0.273030825357415, 0.454985359054581, 
0.266944250621894, 0.330227520259802, 0.252552504786259, 0.248630204620491, 0.275792680804101, 0.45419017192186, 
0.261110254840622, 0.332761584752508, 0.254322538842463, 0.243628467133843, 0.279311993845186, 0.453944852059774, 
0.257570650418909, 0.335093703668201, 0.256467610940762, 0.235167201044778, 0.282819291856569, 0.453852979704922, 
0.255337204444051, 0.337889585054773, 0.258475226548924, 0.224268406830203, 0.286471430412335, 0.454062956059874, 
0.2539609499106, 0.340507170451894, 0.260698139305641, 0.211687114156416, 0.290764476352471, 0.454145461802116, 
0.252758964345957, 0.343120209822695, 0.262535147209367, 0.198633592014955, 0.294618503764024, 0.454179819534904, 
0.25113585680255, 0.345869223618157, 0.264543674542868, 0.18974210788886, 0.298679922175973, 0.45418984922416, 
0.248729606118106, 0.348614091295802, 0.266195177384531, 0.184313833374303, 0.302651251764567, 0.45452751604471, 
0.243919929817786, 0.352046258266981, 0.268100135942458, 0.180640695555702, 0.306787719855346, 0.454761231336218, 
0.237414173737785, 0.355868695469713, 0.269768674366565, 0.176605078954693, 0.311054856509958, 0.455131390305328, 
0.232605317119361, 0.360163465036551, 0.271818398917551, 0.17171328171503, 0.315484637707162, 0.45586425560334, 
0.230804615385821, 0.364804389669724, 0.273759127781388, 0.165346813089902, 0.320271833985609, 0.456663884628387, 
0.22999978216403, 0.36966014441333, 0.276101617932105, 0.157681855411213, 0.324968100128537, 0.457645157125624, 
0.23005268129299, 0.374709699708985, 0.278189434392306, 0.149353565710695, 0.329762453039408, 0.458578767068072, 
0.230895816646485, 0.379732101560845, 0.280448649978194, 0.141350475088732, 0.33441307101735, 0.460237782873749, 
