Clap, Swipe Down R, Swipe L, Swipe R, Swipe Up R, Wave L, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 
0.243961297495769, 0.383354130899633, Infinity, Infinity, Infinity, Infinity, 
0.243528685698571, 0.383399461450956, Infinity, Infinity, Infinity, Infinity, 
0.323855839605989, 0.332666754282385, 0.303142096098093, 0.270739438603599, 0.280629817128855, 0.348047658758721, 
0.323965530433312, 0.336387495550596, 0.303044627016162, 0.270463452797473, 0.279738136840858, 0.350623544596936, 
0.324081500443283, 0.33979453504152, 0.303002448219339, 0.270335972819934, 0.279019456898629, 0.353152421018406, 
0.324255316429977, 0.342823606804136, 0.30301477018607, 0.270274534077683, 0.278465171944615, 0.355921221184246, 
0.324408384479006, 0.345984489185519, 0.303034565725801, 0.270251907480681, 0.278045118799442, 0.35866751338047, 
0.324590693916207, 0.348942050580042, 0.303072436946016, 0.270245163132795, 0.277773387759655, 0.361649678923019, 
0.324741720525328, 0.352118008816055, 0.303105896214893, 0.270242664915502, 0.277598324014577, 0.364665000448181, 
0.324850201853711, 0.355098225837585, 0.303142690033577, 0.270205222461808, 0.277451324680278, 0.367893427008448, 
0.324783061688264, 0.358429844751259, 0.30314279328412, 0.270084151221323, 0.277288786432787, 0.371139336722261, 
0.32455080393464, 0.36148177461157, 0.303074711576048, 0.26981402025269, 0.277083533720719, 0.374620250903859, 
0.323639404774189, 0.364609973749635, 0.302803120421236, 0.269001000340956, 0.276471045693332, 0.378053862410865, 
0.321616273089123, 0.367504946288815, 0.302263809715838, 0.267544587568951, 0.275108682719236, 0.38158943092711, 
0.317711782408278, 0.370750656134434, 0.30142227849508, 0.266157270488685, 0.272452396112166, 0.384924919531234, 
0.311217979182293, 0.374353682151828, 0.300203581321616, 0.265730025415969, 0.268032138725676, 0.388163259423145, 
0.301822742301653, 0.378590797490074, 0.297996248095413, 0.265605668900776, 0.261419543593641, 0.3910686338587, 
0.287796190693078, 0.383791303635934, 0.295515775246414, 0.2665376639034, 0.250735671422103, 0.39364071042538, 
0.270228422699346, 0.389718344437978, 0.292747107323517, 0.268393502604241, 0.23545919057006, 0.395642700854656, 
0.251756399733716, 0.394928470196212, 0.287277240496378, 0.270886447826681, 0.215679657201919, 0.397221259399186, 
0.237374932697804, 0.398455962709168, 0.279367334954237, 0.273548039640095, 0.191622836109762, 0.398223715649432, 
0.23074621956199, 0.402692781098628, 0.268589219266377, 0.277010156707896, 0.165586054928948, 0.399144767233018, 
0.227596079533056, 0.401228400201776, 0.254546132748847, 0.280562599048955, 0.141311395413147, 0.399996627583123, 
0.226900705092932, 0.393834425032038, 0.236867522923912, 0.284339136302097, 0.123828239275559, 0.401191761273709, 
0.227281451593488, 0.383081363637393, 0.217348382529442, 0.287958578690557, 0.115419635650969, 0.399460854322027, 
0.228374299320374, 0.369810825604774, 0.199592246110325, 0.29170984537052, 0.111298786366198, 0.393942491471552, 
0.230237493144927, 0.355551081641725, 0.188072212885346, 0.295373497487989, 0.109543477972774, 0.386793084402637, 
0.231932480808226, 0.340949860851305, 0.180178655925754, 0.298864414426423, 0.109353245183093, 0.37986297817981, 
0.233674256524534, 0.328020791397891, 0.174221431830773, 0.302128427975592, 0.109738387385622, 0.373429399594118, 
0.235330416281735, 0.318045512602847, 0.169316073671358, 0.305214371144023, 0.110442825787818, 0.366365582494106, 
0.2376591745473, 0.31073984967374, 0.165207562879396, 0.308193415008356, 0.111221527872463, 0.358019084584343, 
0.239864670161136, 0.304137087045702, 0.16212948648526, 0.310908204763549, 0.111991419377333, 0.348462771275621, 
0.242377532105326, 0.296716071531939, 0.160509539191634, 0.313361203746721, 0.113430803650687, 0.338276739763006, 
0.245754125247196, 0.287365522109758, 0.159770259123536, 0.315310229392184, 0.114777724355791, 0.328389097073511, 
0.249568477829662, 0.275280863543402, 0.159768444596914, 0.316875311492834, 0.11678649574746, 0.320493066197411, 
0.254739113608338, 0.259992109193941, 0.160480719408736, 0.317717909275745, 0.120190820556242, 0.315206087320374, 
0.260955027604178, 0.242239555303231, 0.161931336415017, 0.317757999795994, 0.124036366768591, 0.312710781576238, 
0.268669183092388, 0.225935145228153, 0.163900818631751, 0.317917425746597, 0.129166942360515, 0.311574699849986, 
0.277431679096055, 0.215133632570719, 0.166421413350714, 0.318116614946879, 0.134747282342164, 0.311555041568739, 
0.287265355617167, 0.210031380637368, 0.169555816337307, 0.318690902199635, 0.141171227556751, 0.312008064346598, 
0.297721667523147, 0.20769125458659, 0.172953275618546, 0.319341540925579, 0.148195791657571, 0.313072822244938, 
0.309218242117566, 0.207179965277001, 0.176873157097331, 0.320345210224332, 0.156063671089971, 0.314202031756254, 
0.320553506399241, 0.207802023052016, 0.1810147991567, 0.321440255858991, 0.164104823181115, 0.315409098415159, 
0.331991302973785, 0.209096879999351, 0.185469225564571, 0.322685867081909, 0.172565032892055, 0.316999709746389, 
0.342565082357264, 0.21073865313392, 0.189843090172545, 0.323976433676132, 0.181806231255325, 0.318349896040863, 
0.352772309995155, 0.212558142355503, 0.194505462360875, 0.325185818936187, 0.191368030456246, 0.319981621609372, 
0.361761519133438, 0.214226146578066, 0.199120515736328, 0.326261850569067, 0.20061564616224, 0.321240894724367, 
0.36816297901958, 0.215952041713474, 0.203944482774649, 0.327207302069998, 0.210930856651359, 0.32267077383733, 
0.365841321066013, 0.217384748542961, 0.209171114918383, 0.326114509579227, 0.221576157789692, 0.323992598193391, 
0.36075297218097, 0.21907758697735, 0.214491082082457, 0.319838062968747, 0.232739192012592, 0.325347228206906, 
0.356020184409843, 0.220750225984985, 0.219767091928579, 0.311811340188646, 0.243973379127933, 0.326968472888797, 
0.351731148844945, 0.223074237785376, 0.225313169269727, 0.303907897255896, 0.25495067211772, 0.328511483581652, 
0.347731882473849, 0.225664863063588, 0.230642331006573, 0.297164646397563, 0.26550226126503, 0.330222576511704, 
0.344074616797081, 0.228964025253293, 0.236264594406772, 0.291986090325575, 0.275969366052268, 0.331873594840769, 
0.34079862053628, 0.232251604371172, 0.241577919099953, 0.288039932887578, 0.285711270433905, 0.334061142585714, 
0.338250661127819, 0.236242210666946, 0.247608406292735, 0.285009861734393, 0.295458783202427, 0.336016177359327, 
0.336258119219209, 0.240110592474063, 0.253416347907094, 0.282594072441088, 0.299139840401186, 0.338309661411641, 
0.334524437962707, 0.244446117613553, 0.259955027818266, 0.2806798862371, 0.299837857461416, 0.340390568165483, 
0.332530007455763, 0.248933823683704, 0.266773511263341, 0.279123446461662, 0.299601606189784, 0.342697609289752, 
0.330778813338706, 0.253566301260854, 0.274181563672633, 0.27811051351683, 0.2990047391882, 0.344812682692103, 
0.329666745581499, 0.258179152461101, 0.281775573502664, 0.277355670419941, 0.297324541624571, 0.347147828496882, 
0.329052033160369, 0.26282488069664, 0.289677635888225, 0.276928161693275, 0.295467594522438, 0.349246024820143, 
0.328713917353695, 0.267870243800242, 0.297206828458203, 0.276587941629654, 0.294101340913205, 0.351482675728256, 
0.328565559627152, 0.272744338083335, 0.302212825972382, 0.275584234714144, 0.293300860993038, 0.353479159300637, 
0.328503038840397, 0.277430450437942, 0.304729587372635, 0.274684899301491, 0.292852791384196, 0.355562773791587, 
0.32852406021812, 0.283038386660451, 0.306031002953705, 0.274139597563129, 0.29249841314238, 0.357405099032947, 
0.328561657829015, 0.288100938011071, 0.306710219600144, 0.273853684533213, 0.292096839994317, 0.35937694011994, 
0.328647193486416, 0.293880011848427, 0.307105707629772, 0.273677918932273, 0.291608759782495, 0.361062819250071, 
0.328714663115945, 0.299044681548234, 0.307325805249074, 0.273469044302266, 0.2908819296238, 0.362844161451724, 
0.328746846208494, 0.305189604882592, 0.307461260147005, 0.273158105697759, 0.289960774897272, 0.364425446984014, 
0.328699586178938, 0.310468652035905, 0.307536443201516, 0.272760716280063, 0.288831816233773, 0.366064455239266, 
0.328580872890071, 0.316616109126476, 0.307608360565293, 0.272356953561176, 0.287637373816264, 0.367694222759502, 
0.328428329545018, 0.321909924935987, 0.307661772734352, 0.271990035668224, 0.286451710820442, 0.369315050984774, 
0.328269232414354, 0.328059573035034, 0.307705150362816, 0.271672821446698, 0.285259579216837, 0.371146924665151, 
0.328188974262288, 0.33372221655526, 0.307757730131496, 0.271453808022672, 0.28405560443963, 0.372940559161737, 
0.32805778258953, 0.339020663738038, 0.307820541784487, 0.271341071005611, 0.282862002892438, 0.3750677120067, 
0.327992706211493, 0.343667720447614, 0.307892852633222, 0.271288693451484, 0.281804578186321, 0.377136402947132, 
0.327975986820605, 0.347761757686287, 0.307975923612226, 0.271289787543527, 0.280903302492422, 0.379439702135712, 
0.328019191904742, 0.351845730529839, 0.308079951654409, 0.271319912902082, 0.280191545447228, 0.381735984315977, 
0.328064389347, 0.355894666055497, 0.308184388265405, 0.271375075542299, 0.27961517891531, 0.384314452410351, 
0.328141627883498, 0.359739026251193, 0.30830013778154, 0.271441312607399, 0.278875323879819, 0.386834472855913, 
0.328219086648329, 0.363974147746949, 0.308405145451116, 0.271527543856183, 0.278215473127521, 0.389535345988638, 
0.328270049129242, 0.367914898262433, 0.30853090807681, 0.271624075114201, 0.277699959762418, 0.392247320315478, 
0.328300010113562, 0.372205728923964, 0.308634462694938, 0.27173455839125, 0.277380725146989, 0.39506338351325, 
0.328336754452583, 0.376204445828319, 0.308762992939464, 0.271855433745953, 0.277227761463537, 0.397855960374165, 
0.328402015477985, 0.380682238036157, 0.308885248076109, 0.271998556213887, 0.277169013376799, 0.400741216596899, 
0.328467626600241, 0.384792140302874, 0.308976362732829, 0.272143503184489, 0.277152848404308, 0.403499086413383, 
0.328555059771849, 0.389338257732939, 0.30906097430924, 0.272302994961026, 0.277172308473235, 0.406311812522916, 
0.328647262166414, 0.392466604232446, 0.309137333723285, 0.27246228582606, 0.277198184738444, 0.409020389509841, 
0.328748622028403, 0.394096815055028, 0.309220204430718, 0.272631041655716, 0.277241951710192, 0.411755290102574, 
0.32883554825805, 0.394974807834691, 0.30927820719927, 0.272806599332484, 0.27727057379276, 0.414330475718937, 
0.328927407951316, 0.395468729623479, 0.309316141499077, 0.272969863937068, 0.277303540112445, 0.416976031486757, 
0.328983265439999, 0.395760692300891, 0.309324793643647, 0.27312641783819, 0.277314509592049, 0.419428548389447, 
0.329024495503557, 0.395982339997721, 0.309291236228183, 0.273266695869687, 0.27731330791137, 0.421912097640586, 
0.32904457562573, 0.396121149404323, 0.30922178350178, 0.273395378214969, 0.277302434272615, 0.424245401433546, 
0.329034615286256, 0.39623904035668, 0.309152074172076, 0.273521994779261, 0.277283005386684, 0.426628699748269, 
0.328971343224698, 0.39634264694636, 0.309068155935161, 0.273631370089958, 0.277260057940604, 0.428888064890483, 
0.32874084529731, 0.396435051510794, 0.309023436700864, 0.273727925065284, 0.277248514559498, 0.431204092150991, 
0.328342613512601, 0.396524250118172, 0.308991903779322, 0.273836337849721, 0.277234979132941, 0.433697874475767, 
0.328042291823113, 0.396661199890376, 0.3089978406657, 0.27393423723984, 0.277238268180325, 0.436111881551122, 
0.328046066564012, 0.396972970879662, 0.309117626984561, 0.274150884523355, 0.277330810246998, 0.438519413118147, 
0.32823794770301, 0.397592966748722, 0.309423971333715, 0.27452611229718, 0.277587279229847, 0.441287381692902, 
0.328739032988464, 0.398448597849649, 0.309879557339091, 0.275106425755558, 0.277980692065318, 0.44396803606266, 
0.329434564356687, 0.399636326060596, 0.310526721857562, 0.275861786866304, 0.278559959934724, 0.44696701666959, 
0.330295372833394, 0.400914162457046, 0.311247881835861, 0.276710666130977, 0.279245222804233, 0.44981017118357, 
0.331218177686065, 0.402368837919466, 0.312051907569718, 0.277671042472822, 0.280036450474109, 0.453087125856179, 
0.332120262931134, 0.40369861031817, 0.312772809554905, 0.278552842362241, 0.280806796921592, 0.456017432149926, 
0.332716242242438, 0.404751371806243, 0.313326156838034, 0.279224247790961, 0.281479154277712, 0.458973854363006, 
0.332260430864627, 0.404821981839857, 0.313387044225122, 0.279262472862987, 0.281824858700155, 0.461268736562171, 
0.329547445858514, 0.403019372353329, 0.312530478789533, 0.278112110222222, 0.281412158583622, 0.463377616267576, 
0.323757107808727, 0.400867443499687, 0.310644993905114, 0.276867764951537, 0.279873346073585, 0.465020745643736, 
0.315248809988054, 0.399680974806593, 0.307956538827188, 0.27643023431301, 0.27700548753726, 0.466603530008878, 
0.303708953146, 0.399628590812733, 0.304481486443992, 0.276476831204368, 0.272136686111081, 0.467785717734393, 
0.288111509276745, 0.400484062006063, 0.298914300945473, 0.277476442742861, 0.263365328229414, 0.46875260569132, 
0.268390466759882, 0.402614492650726, 0.291555761941838, 0.279030534769849, 0.249293126564994, 0.464800871185232, 
0.25245116483766, 0.405441156715753, 0.2825678436293, 0.281891565865715, 0.230758344284934, 0.458147349661553, 
0.2441240210009, 0.409040278858175, 0.271569433555971, 0.284846754663055, 0.208748497311549, 0.450635834697265, 
0.240003909935142, 0.412796795691199, 0.258223176428435, 0.288468796388866, 0.184649648471961, 0.442384732782385, 
0.238741281541989, 0.416782485195678, 0.243017400876613, 0.291938045304169, 0.162718160252165, 0.432769868456488, 
0.238555747930411, 0.413816461576976, 0.226589025691141, 0.295918687180084, 0.148632630528457, 0.421799024422427, 
0.239024493403253, 0.403026878644315, 0.212449021796237, 0.299667514781987, 0.141625680849802, 0.410380331117749, 
0.240932530639719, 0.387844720160675, 0.204014607585251, 0.303579195440641, 0.138129153267222, 0.399597984162227, 
0.242197256712635, 0.370707918517246, 0.198871879980494, 0.307111439338799, 0.136433005349778, 0.389626666255287, 
0.244067935973625, 0.35415699696258, 0.195928322869598, 0.310814275276353, 0.13575668624764, 0.379849118360392, 
0.24609446834332, 0.339289090842349, 0.194463788383393, 0.314347621048632, 0.13550619743279, 0.369755134165784, 
0.248249071733084, 0.326703696059293, 0.193759038198676, 0.318178001566605, 0.135543765447948, 0.359164364764036, 
0.251660548821627, 0.31640410368284, 0.193429036790821, 0.321748528536254, 0.135712318920972, 0.348209841425392, 
0.25476232763738, 0.309946668916846, 0.19330930363224, 0.325450170807087, 0.135933988229334, 0.336880906536205, 
0.258004932507593, 0.305879111966059, 0.193180507159812, 0.328995940093276, 0.136198730945352, 0.325347004067687, 
0.261446349961908, 0.302559095999629, 0.192911058579154, 0.332427882573649, 0.136541891708298, 0.314186023244793, 
0.264712345291455, 0.299355756411265, 0.19258506045683, 0.335705635071625, 0.136908229717136, 0.303748321981335, 
0.268452179878933, 0.297218471435205, 0.192579440066631, 0.339068734822842, 0.137299992052995, 0.294273158912819, 
0.272752246353642, 0.296115336923725, 0.192731030171376, 0.342659288297044, 0.137855568572379, 0.28605231371892, 
0.277728523402434, 0.295608389363062, 0.193051183334198, 0.346317309816059, 0.138378445393263, 0.279049106930898, 
0.283301599729589, 0.295471067843229, 0.193451063803175, 0.350188040998486, 0.138998731718675, 0.273018463596892, 
0.289838120799946, 0.29550625733447, 0.193927478752824, 0.354027816295854, 0.140351674056637, 0.268282640001138, 
0.296463947185965, 0.295760561123378, 0.194425689411387, 0.358115763162944, 0.141466448738033, 0.265219069319867, 
0.30401607045021, 0.296016050692265, 0.194901770492209, 0.362072228493964, 0.142923699294612, 0.263488471566587, 
0.311252099535492, 0.296510504548838, 0.195670970704917, 0.366270734537897, 0.144964532762542, 0.262607963104493, 
0.318903235358189, 0.29688119404163, 0.196300767440385, 0.370285841722768, 0.146998832254642, 0.262153381488141, 
0.326053337276228, 0.297332529138731, 0.196940683444062, 0.374607279869476, 0.149508896488478, 0.261916351271984, 
0.333436754299636, 0.297799675612368, 0.198036158974976, 0.378687457073006, 0.152469515303994, 0.261753060986188, 
0.340289174702308, 0.298273138885392, 0.198918479237799, 0.383003746308172, 0.155804352038636, 0.261680365838277, 
0.347339356676831, 0.298933261574707, 0.200522943468671, 0.387143154605307, 0.160339494658308, 0.261641141263144, 
0.353919789859032, 0.299358241787594, 0.201503404236618, 0.391388926150307, 0.165365860312241, 0.261404546111642, 
0.360529753974222, 0.299717910800448, 0.202406032585745, 0.395226419387154, 0.171209573844971, 0.260905443642657, 
0.366677660850661, 0.29986925519735, 0.203473478739601, 0.399160211146444, 0.177744257774224, 0.260191024462368, 
0.372997292755471, 0.299483026213509, 0.204260507728407, 0.402786672693956, 0.184169152039862, 0.259420735582042, 
0.378980506949766, 0.298351972486078, 0.205676352030848, 0.406571563057864, 0.190486072259536, 0.258775132411936, 
0.384836946971449, 0.29682573263678, 0.206608331906072, 0.410060487063324, 0.197064175440662, 0.258325008304794, 
0.390626310436293, 0.295379079590747, 0.207880239051194, 0.413800843656824, 0.203346844046197, 0.258100316561447, 
0.395848595389374, 0.294331892331438, 0.209265637117373, 0.417243115683274, 0.20993653468244, 0.257987373990906, 
0.401314207099268, 0.293723923912098, 0.210888678028767, 0.42093312370426, 0.216263978593807, 0.257769110121644, 
0.40637980079722, 0.293520679853692, 0.21308289565031, 0.424406573747557, 0.222719925844093, 0.257424285081711, 
0.412039965912086, 0.29352202812041, 0.21638909700704, 0.428174145835075, 0.228889878447141, 0.257100757657696, 
0.417214964431808, 0.293555612296754, 0.220059362594198, 0.431593881548792, 0.234712211743228, 0.256875901247301, 
0.422327196642992, 0.293576227035023, 0.224241267059265, 0.435264569825407, 0.240206565783811, 0.256812292406299, 
0.427467571797046, 0.291955904778671, 0.228659660365606, 0.438306808724448, 0.24544511180818, 0.256795838473234, 
0.432064420848522, 0.287927895096041, 0.232734589328366, 0.44117535269577, 0.250908507561226, 0.256879997251137, 
0.436504759615316, 0.28133616758155, 0.236705906393322, 0.442963469423274, 0.256743461612237, 0.257156788902987, 
0.440699569225109, 0.272609363607565, 0.240407831453045, 0.444212748792879, 0.264066418147535, 0.257729719753998, 
0.44489253244829, 0.262478577206781, 0.244374301697775, 0.444274701491748, 0.271857006632487, 0.258775213862502, 
0.441172534922903, 0.253434255547106, 0.248675577487402, 0.442708630807169, 0.280528183734831, 0.259989727708995, 
0.433279915001766, 0.245893175373639, 0.252858698009185, 0.439435323274195, 0.289606955989175, 0.261487163130248, 
0.422307744690235, 0.241854272266602, 0.25778405539929, 0.435045857816115, 0.299374036159881, 0.263143058124156, 
0.409321149350856, 0.239990929750593, 0.262833723410688, 0.424738225902688, 0.309619536772607, 0.265105098714178, 
0.3942534512751, 0.239474597254912, 0.268636037871367, 0.410207558784006, 0.319933833477852, 0.266943781499246, 
0.376283024211232, 0.240154830968713, 0.274694685060174, 0.394206312255975, 0.331050950257648, 0.26888020045563, 
0.355628804881001, 0.242131507144064, 0.281613809066142, 0.378158576434109, 0.342137908540584, 0.270910865450745, 
0.333625041386529, 0.245329650638249, 0.289710740683991, 0.362638911538488, 0.353947890875986, 0.273107535517699, 
0.313777715134246, 0.249318666446695, 0.298257063484404, 0.347264911780376, 0.366061813195121, 0.275282620222144, 
0.301970579612781, 0.253917999525316, 0.307554907261846, 0.331700566361335, 0.37814878887845, 0.277711401710366, 
0.296609243896718, 0.259228854511235, 0.317193702296542, 0.316046698772186, 0.387577282916319, 0.280312173387382, 
0.295845489800836, 0.264996154340431, 0.327626498705048, 0.302642032702325, 0.396942496535032, 0.284066567483387, 
0.299290339898875, 0.27171905580239, 0.33946734738074, 0.293742348365386, 0.405948852993891, 0.289314832614069, 
0.304806266750084, 0.278879455542948, 0.35101544119212, 0.289827433820271, 0.412198353036555, 0.295063591026088, 
0.312048769951202, 0.286553955105006, 0.36100206608018, 0.287997205909472, 0.418377632516504, 0.301910051093397, 
0.319377609256423, 0.29483945868426, 0.369900789415021, 0.2876575684031, 0.42413444749281, 0.30891577593997, 
0.328240784021418, 0.303783545261161, 0.378339434518252, 0.288142063101801, 0.430189223308573, 0.316798491365669, 
0.336361629218406, 0.313720512982288, 0.384474889574921, 0.288981481905031, 0.435665548981853, 0.324573472612329, 
0.345456713411188, 0.324340210129191, 0.388631907219113, 0.290909469976471, 0.441796338501778, 0.333061180795897, 
0.354708596238534, 0.335645041974673, 0.391601508978824, 0.292459427308242, 0.447227081177559, 0.341227983712767, 
0.364473300104523, 0.347401297261498, 0.394075155349249, 0.294188108789376, 0.453542872726279, 0.349922227097941, 
0.373760389701798, 0.359645928043584, 0.395928087570765, 0.296307538605087, 0.459057159567611, 0.358169778114115, 
0.385162071098048, 0.372142674785974, 0.39828988957701, 0.298287844940068, 0.465385641179734, 0.366763001229301, 
0.395432208298457, 0.384740026718822, 0.400018074088815, 0.30099944934293, 0.470974914186815, 0.374970489283319, 
0.407493273860857, 0.397610043878234, 0.402093510445989, 0.303247308053342, 0.4772475778507, 0.383333861139305, 
0.418835503033094, 0.410643318532825, 0.404213583493197, 0.3057599561336, 0.483181832299197, 0.391343590419722, 
0.431258283758188, 0.424171931166261, 0.406525348832895, 0.308463323325919, 0.489881975286698, 0.399587121416588, 
0.443486301335135, 0.43746578054421, 0.408635456625366, 0.311425627655541, 0.496458991107086, 0.407555110236859, 
0.456198867018617, 0.451235578179638, 0.411375289274817, 0.314792517896335, 0.504697356225302, 0.415651709874227, 
0.469266194903443, 0.464489803932659, 0.413911580616181, 0.318634241405311, 0.512263742375475, 0.423270125732512, 
0.481861774540133, 0.478103999867833, 0.41718870338377, 0.322613286733363, 0.520679663245443, 0.430925687393964, 
0.493545741923447, 0.490928516116536, 0.420171245475818, 0.326631835465631, 0.528932727371839, 0.437977790855277, 
0.505208778256989, 0.50404789597057, 0.424071231337949, 0.330781184050684, 0.53770444629933, 0.444954422262233, 
0.515552240660642, 0.516006425150562, 0.42745812742925, 0.334486626632403, 0.546225003445807, 0.451236331251074, 
0.525633008161453, 0.527913367345406, 0.431395514896535, 0.338248994103317, 0.554770346855265, 0.457316728047283, 
0.534740730258679, 0.538588226877161, 0.435409598285022, 0.341482676879847, 0.563185427437051, 0.462762054589752, 
0.543596431519809, 0.548965836243456, 0.439620179834365, 0.34447819629303, 0.571295612648509, 0.46798968373358, 
0.550629051281485, 0.557454343821616, 0.443192773767003, 0.347294167235943, 0.578367897710867, 0.472295006704663, 
0.556879451495535, 0.565811591982804, 0.447237670480782, 0.349757311685093, 0.585425070492955, 0.476377951747203, 
0.560700531093542, 0.572164845119142, 0.449474716222191, 0.351435146907639, 0.589820815987181, 0.478842095089223, 
0.563921662532578, 0.579227220551574, 0.452610697410285, 0.354284247215906, 0.593886702039513, 0.481249329925716, 
0.55932147732457, 0.584933728767228, 0.45412784632151, 0.356415300823996, 0.595917864218943, 0.482726606974637, 
0.535949522518739, 0.591474912319365, 0.456386449166671, 0.359741285344716, 0.592221957849665, 0.484718859194352, 
0.50028968062323, 0.596791582961989, 0.457815334015059, 0.362336485573176, 0.581457969009943, 0.485986122045753, 
0.461795692541862, 0.602932395721437, 0.460040445450076, 0.366190102246079, 0.554084978742745, 0.488079695136859, 
0.42881490087304, 0.587775981919371, 0.462369315021369, 0.369310656857159, 0.519353078276244, 0.4896631790848, 
0.401139799512529, 0.558816678879857, 0.444728974716187, 0.372744325604376, 0.482742104228581, 0.492183482721811, 
0.378126514241478, 0.524353942334365, 0.413766593096443, 0.376483632493408, 0.449213387082022, 0.494205760281684, 
0.358815260613436, 0.488530928316432, 0.377462641822479, 0.380296592375728, 0.421849587600543, 0.497194987575308, 
0.341941266269022, 0.453485416604651, 0.3422159732955, 0.384454220438915, 0.400641499187006, 0.49972451027726, 
0.330561495933415, 0.422022125549227, 0.313154123455157, 0.376871342495897, 0.385081183118458, 0.503246748921897, 
0.323908551041043, 0.393488864447179, 0.291122421860678, 0.361509141318262, 0.37535539934053, 0.506415475206596, 
0.321535576495494, 0.369741213343477, 0.276220767956884, 0.342305195116449, 0.370797310612635, 0.510589205153733, 
0.320958223371711, 0.354062858490876, 0.269082720058591, 0.322259257078852, 0.368716687338511, 0.514442047161969, 
0.321738373432232, 0.346159730793474, 0.265593223681093, 0.303998812398586, 0.368381634456711, 0.519105149512561, 
0.324086034449605, 0.342273480569013, 0.264290736127448, 0.288993141579019, 0.368671427260737, 0.517081482488612, 
0.326501676005889, 0.341042901161636, 0.263874220431782, 0.277904988839524, 0.36947285637022, 0.510048317319482, 
0.329476525798296, 0.340914959316539, 0.264501696241295, 0.270692660815087, 0.37075642279729, 0.501411733982658, 
0.332512924617518, 0.341766638366407, 0.265312391614373, 0.265374043975756, 0.372392475624883, 0.494781453889002, 
0.33539475508142, 0.344075505381504, 0.266572423636603, 0.260724729451537, 0.374418375912677, 0.490189098477557, 
0.337980841188926, 0.346682109865551, 0.268055370151714, 0.255856557589061, 0.376776867471372, 0.488262542997649, 
0.3383452472367, 0.350107150063357, 0.270407124727804, 0.250397388653952, 0.380137842895524, 0.487319921398816, 
0.338102677595803, 0.352302269819213, 0.271490916295828, 0.247121697489645, 0.381800287375012, 0.483768732107932, 
0.33316411752244, 0.354444815676387, 0.272764122172199, 0.241447650226383, 0.383736893157594, 0.482987981335199, 
0.331331232234211, 0.357011367133727, 0.274278671797317, 0.238054525062987, 0.385294606642791, 0.480625124206798, 
0.327344013296559, 0.359257690681003, 0.275769739071978, 0.232614864980762, 0.387216883112632, 0.480744324544284, 
0.326583668449676, 0.362549390947524, 0.277489301839118, 0.229938218497419, 0.388714944537252, 0.479201031616874, 
0.323094408344947, 0.365098684907437, 0.279064352693175, 0.225305904724322, 0.39060056652791, 0.479673390412329, 
0.323168556099247, 0.368887067522124, 0.280972067686459, 0.223753776141214, 0.387319209589995, 0.478640814310288, 
0.31968953949854, 0.371692599025674, 0.282653746862843, 0.220304014441261, 0.386452282702736, 0.479392583413187, 
0.31932470395593, 0.375322349922106, 0.285102825025327, 0.219414751398117, 0.381209052358232, 0.478834474911956, 
0.315117648574203, 0.378139069429767, 0.287135921132316, 0.216713080522629, 0.379880282597991, 0.479766982561941, 
0.315089905891035, 0.381834102427791, 0.289882704077047, 0.216371704255724, 0.375273750408037, 0.479421874945287, 
0.311562872770091, 0.384725765253052, 0.292060761681121, 0.213987295750176, 0.375318150121404, 0.480446647845606, 
0.312433786858272, 0.38834907762454, 0.29516377718712, 0.214083364917498, 0.372979459501372, 0.48042495379632, 
0.310687744721248, 0.39130184039423, 0.297548288184777, 0.212924124796761, 0.374418738077749, 0.481371246269108, 
0.311979263951256, 0.394569447924345, 0.300690328446406, 0.213524380362694, 0.372872986258433, 0.481376819789428, 
0.310794094531376, 0.397458956989794, 0.303145196327908, 0.213153014489423, 0.374407084255848, 0.482511128915845, 
0.312353923225086, 0.400589064148292, 0.306441143508977, 0.213753176295029, 0.372943838939616, 0.482646550529067, 
0.312064343443798, 0.403551406335952, 0.309038610990781, 0.21374611914923, 0.3748203584181, 0.483646670909831, 
0.313153215217684, 0.406617791434291, 0.31218382062368, 0.214463772127882, 0.373370325870681, 0.483662736610226, 
0.312713920107766, 0.409616053868624, 0.314737832652428, 0.214645574190867, 0.375154791584514, 0.484874922971866, 
0.314261253161636, 0.412741862812593, 0.317736554701296, 0.215202573410951, 0.373721080536674, 0.485041314389032, 
0.313947666470017, 0.415786499961596, 0.320208765780929, 0.215453628075495, 0.374989288419857, 0.486061878752172, 
